라아파, 183, 41
아라다, 160, 41
가파마, 161, 74
타타바, 185, 108
차가차, 193, 113
가나다, 176, 92
차가다, 187, 90
자자하, 176, 77
카나하, 151, 66
타사사, 174, 68
사파파, 145, 81
가다아, 169, 51
카다자, 194, 76
자파나, 198, 110
다마사, 167, 109
파가파, 188, 90
아하타, 164, 99
사나하, 155, 62
다파하, 167, 101
가차라, 142, 112
차라아, 147, 78
마바아, 155, 116
타사아, 177, 100
사파나, 154, 59
타카가, 186, 99
다아가, 152, 47
파타아, 157, 105
가라가, 166, 59
마가다, 173, 69
바자바, 179, 101
바아라, 153, 51
사아차, 166, 67
자파아, 149, 116
가바파, 143, 115
하다자, 192, 101
가사라, 151, 119
다라자, 197, 64
다다파, 148, 69
카아타, 199, 112
자타나, 170, 96
아차라, 189, 105
다자카, 151, 103
나하자, 149, 65
타가차, 180, 108
나파자, 173, 117
아차파, 141, 85
타사카, 171, 105
자카타, 171, 89
마타타, 163, 40
차자라, 192, 55
파타카, 171, 64
자마사, 181, 72
아아라, 153, 115
하자바, 178, 48
가라하, 154, 41
타가아, 197, 85
카사가, 181, 86
가아바, 166, 109
라차마, 150, 73
하아카, 192, 73
파하파, 173, 86
사아라, 184, 43
바나파, 147, 99
바카마, 170, 54
차바라, 144, 44
마하다, 177, 41
다라가, 195, 105
카카사, 159, 40
다나라, 191, 115
바아라, 142, 119
마아나, 170, 113
파차하, 165, 106
아마파, 176, 75
마하아, 158, 59
카라자, 178, 70
타바사, 194, 80
타파마, 181, 48
바아마, 164, 103
카라바, 161, 107
차파자, 178, 70
나파마, 198, 98
라자바, 175, 55
카자나, 167, 41
바자하, 151, 47
아아자, 179, 71
아자다, 187, 72
마라나, 178, 97
다차라, 187, 73
나자마, 174, 101
차다마, 197, 48
가라사, 172, 66
아라하, 181, 91
자자가, 149, 76
바카라, 165, 114
파바마, 160, 80
사아마, 143, 113
아아나, 158, 76
차사마, 159, 88
카사하, 171, 62
사다하, 176, 90
아카바, 158, 71
파바아, 154, 44
가아다, 191, 119
라라가, 141, 81
차사바, 190, 69
자아사, 147, 104
다가타, 147, 45
가가마, 142, 52
다하하, 173, 119
라다마, 144, 118
자타카, 170, 73
마파바, 189, 108
카가자, 145, 116
파가바, 180, 56
파타다, 149, 42
가카카, 178, 67
하자카, 196, 98
다바가, 151, 91
카마마, 167, 89
바차사, 175, 87
라다라, 166, 44
파다가, 167, 49
가하하, 192, 56
하바아, 171, 119
하가자, 183, 67
나아나, 172, 110
라라아, 157, 82
마다다, 199, 51
가차아, 196, 117
바나파, 147, 59
카다라, 188, 68
라하나, 179, 118
타다사, 171, 100
파타사, 140, 106
바바타, 177, 51
카자차, 141, 103
바가파, 161, 114
하라자, 174, 61
다파아, 162, 116
가나아, 144, 65
파사바, 188, 105
차아다, 167, 87
카라하, 179, 110
라타가, 193, 49
카바차, 148, 103
카사아, 142, 64
카파바, 170, 66
카차바, 146, 101
차바하, 197, 106
나파카, 183, 42
아차아, 165, 100
사라마, 151, 67
자나라, 197, 74
가자타, 142, 108
하차사, 184, 77
카바다, 143, 75
파카가, 193, 86
타사사, 177, 44
나다자, 162, 47
바가가, 161, 48
차차나, 191, 81
타사차, 182, 117
나차마, 151, 83
카다마, 175, 93
파라차, 149, 94
바사자, 142, 98
사사라, 178, 103
타가차, 152, 81
하자차, 199, 60
아다아, 182, 64
다다나, 170, 51
타마자, 162, 46
바파파, 172, 40
바카자, 154, 108
타다아, 157, 70
나하다, 164, 98
카나아, 145, 93
자아타, 170, 94
가바나, 170, 52
마카차, 156, 118
마타마, 186, 79
다차자, 155, 41
라파하, 192, 64
사다나, 191, 94
사카차, 145, 99
카가자, 190, 79
카다나, 176, 41
라라가, 159, 105
차파라, 174, 59
카아마, 186, 81
타가하, 153, 69
마라차, 184, 48
파사사, 176, 51
파사바, 193, 113
라하파, 156, 95
마다바, 184, 115
카다바, 197, 116
라하다, 150, 52
카가파, 144, 46
마카자, 176, 49
차자가, 187, 90
카자바, 154, 92
라카타, 161, 40
바차차, 185, 89
타아사, 191, 104
다아라, 149, 88
하라마, 192, 94
다타사, 182, 86
차바하, 174, 80
차마사, 186, 115
나다사, 195, 78
마파라, 178, 113
나차아, 173, 49
라바라, 195, 105
바라사, 152, 93
자나카, 182, 119
바라파, 197, 49
카바나, 140, 43
다차아, 193, 49
파아다, 155, 63
파사사, 167, 83
마타아, 146, 101
카마아, 156, 94
타자아, 177, 48
마아차, 153, 62
아사자, 142, 49
나라하, 162, 108
다사차, 184, 94
차아차, 162, 82
나파사, 148, 67
아바가, 142, 67
하타차, 185, 42
카차카, 151, 102
나타파, 187, 61
사라가, 161, 41
바하카, 152, 93
마하카, 189, 57
하하나, 175, 110
바아사, 173, 58
다파하, 169, 116
사타마, 181, 42
아아파, 199, 87
바다마, 190, 104
마타자, 156, 103
라나마, 184, 102
가자카, 169, 92
차가자, 176, 112
아자가, 145, 41
자타나, 147, 54
하하사, 166, 94
자하아, 147, 115
가바다, 156, 118
마라자, 179, 102
파나사, 196, 49
다가다, 166, 68
다아카, 185, 95
마바라, 157, 90
아마하, 156, 54
마하카, 194, 69
타라카, 163, 82
다바가, 141, 40
아아타, 179, 51
바아파, 148, 53
바타사, 164, 79
사차나, 149, 111
바카아, 171, 77
차다파, 161, 104
차바아, 142, 119
마자나, 146, 59
다라가, 173, 100
다가자, 197, 68
하라파, 195, 115
타차자, 177, 117
다하하, 171, 117
차나바, 140, 78
사마타, 186, 60
라아라, 154, 65
타나라, 151, 108
차자카, 196, 85
하파하, 151, 110
카파카, 164, 78
파마사, 171, 70
마차사, 165, 74
나바사, 149, 58
카바바, 146, 99
사가파, 190, 70
파바차, 171, 48
차마나, 181, 79
아파타, 186, 111
파자차, 181, 45
가파라, 150, 42
타파가, 154, 91
다마카, 163, 62
파카차, 177, 63
라나마, 172, 72
차파가, 158, 54
사카라, 159, 58
마사다, 153, 92
가사마, 157, 64
라라라, 186, 75
자타나, 186, 91
다마자, 182, 90
하라다, 150, 69
차자마, 153, 45
가라마, 155, 73
차아하, 183, 98
타파바, 194, 112
다다바, 154, 42
파가다, 157, 63
카타다, 161, 94
가사타, 143, 94
하바차, 184, 105
파라카, 186, 117
마카가, 186, 54
나차가, 194, 109
사바가, 140, 105
차라아, 154, 84
자아가, 198, 97
라카파, 180, 60
다가아, 175, 90
가사파, 154, 82
나하파, 170, 45
다하라, 149, 108
아카다, 143, 83
바카아, 196, 49
차자바, 177, 86
아나라, 179, 60
라나라, 185, 88
하나자, 146, 110
가파자, 145, 67
카사파, 156, 114
사자아, 194, 98
나다라, 156, 87
나카다, 164, 46
나사사, 187, 64
아나가, 158, 105
자타다, 150, 79
가하타, 167, 56
차나사, 175, 63
나라차, 186, 56
다파바, 185, 47
파바바, 182, 63
하라아, 180, 41
하라파, 169, 70
다다자, 181, 57
다사사, 171, 116
라가아, 152, 94
파하마, 176, 87
사자차, 164, 92
마자라, 173, 107
카차자, 144, 113
마마나, 158, 103
카카타, 150, 119
가타사, 152, 41
아아하, 188, 66
다나바, 173, 102
나타아, 150, 86
차다하, 175, 53
라파자, 172, 79
차하바, 181, 117
아나아, 151, 58
파파사, 185, 100
카하라, 192, 83
마사아, 162, 77
타사차, 143, 86
차다가, 149, 41
바파아, 158, 45
아아라, 162, 87
가가마, 149, 67
파하다, 175, 88
나카가, 174, 113
타타나, 198, 50
카아다, 165, 89
하바마, 149, 109
아라카, 153, 75
차나다, 153, 47
마자차, 154, 72
나카사, 168, 110
바마파, 142, 45
바마라, 143, 104
가가마, 182, 83
나카바, 153, 76
바라다, 179, 62
마마하, 179, 82
하다하, 174, 62
바다마, 153, 87
사사차, 171, 53
다자차, 146, 113
카차타, 158, 66
사아사, 146, 45
하가나, 140, 53
마사마, 181, 52
타아카, 190, 85
마하자, 143, 87
차하라, 169, 108
다아타, 148, 52
차타바, 188, 77
나타자, 191, 76
카가가, 158, 90
타라파, 164, 113
카다자, 142, 109
파사아, 160, 97
자카사, 182, 116
파파나, 161, 79
가다카, 189, 117
차가나, 182, 62
카아타, 159, 77
하자아, 168, 70
라아아, 195, 76
나나자, 146, 96
가사타, 191, 74
자마파, 152, 62
사아라, 144, 76
타파파, 198, 95
차파바, 197, 47
사자타, 188, 119
나다나, 161, 44
아가타, 184, 107
파나사, 144, 72
하하라, 160, 64
파바하, 170, 52
자라하, 191, 103
사차타, 176, 77
라파타, 145, 96
다라아, 191, 98
사사마, 162, 75
자사파, 191, 113
타라라, 176, 76
마사카, 170, 71
나카가, 149, 63
아카하, 196, 46
자나다, 146, 80
카바마, 177, 63
카라바, 152, 64
타다마, 175, 41
하아아, 184, 88
파파가, 153, 100
사카라, 171, 70
라나아, 183, 45
가파다, 153, 65
파카타, 191, 85
바사다, 146, 114
아나아, 184, 114
하하라, 172, 62
나사아, 181, 115
타가사, 166, 105
가바타, 193, 77
자타다, 166, 115
마카바, 153, 57
가바아, 140, 40
카하하, 162, 85
마나바, 194, 74
다사파, 197, 49
타타다, 177, 108
사가하, 186, 67
가아마, 171, 77
나자마, 147, 85
타마가, 188, 56
파파나, 169, 107
나나가, 170, 80
바파차, 176, 103
바카하, 188, 73
가라다, 183, 106
라아차, 179, 99
마자차, 178, 70
파사타, 179, 96
가다다, 155, 118
하자타, 140, 85
나카바, 174, 93
나파차, 189, 92
마나자, 157, 62
가타타, 163, 43
나카다, 149, 119
아하타, 158, 71
바사다, 167, 42
파다나, 186, 111
자하아, 159, 80
마하차, 168, 114
바사카, 142, 106
나사가, 180, 88
사카아, 177, 64
마다사, 184, 85
나다사, 167, 66
라자가, 167, 116
파카바, 188, 94
파카바, 169, 86
타다타, 150, 92
카사다, 191, 110
가사마, 154, 68
사바가, 176, 118
파바카, 165, 88
가타아, 162, 117
하타아, 186, 94
사가라, 173, 76
하다타, 148, 63
바타차, 173, 98
마자카, 198, 48
다가자, 152, 59
나하바, 144, 106
아카하, 182, 116
마라사, 143, 95
자라가, 199, 58
나하나, 156, 61
파카다, 141, 113
아가사, 173, 59
차나다, 162, 64
자파카, 161, 47
아가카, 165, 74
다바아, 177, 74
자자하, 194, 41
다다차, 177, 44
사타바, 184, 55
사자자, 150, 89
카타나, 187, 44
차바하, 183, 78
사마가, 185, 43
카차하, 190, 82
가다아, 185, 48
마나자, 183, 87
라나다, 194, 110
다다아, 173, 44
다사가, 179, 112
자차카, 166, 70
다타자, 183, 88
자다차, 147, 108
하자사, 149, 103
아차아, 145, 64
라바하, 197, 73
다나타, 142, 71
라사사, 191, 113
나카나, 195, 106
다나자, 155, 64
바파파, 153, 103
바다파, 182, 115
하타다, 166, 55
하하나, 171, 43
다라라, 160, 97
하다자, 165, 118
가라자, 146, 69
사타카, 156, 87
타아라, 159, 92
자가타, 180, 85
차하아, 140, 89
사사카, 182, 74
차라다, 144, 66
마아다, 143, 40
타사아, 173, 89
차가바, 198, 86
라자아, 163, 69
차바나, 149, 60
타타가, 194, 68
사아차, 151, 58
마자하, 184, 93
라라마, 159, 59
타차아, 173, 89
하아카, 165, 118
파마파, 171, 119
마카라, 169, 73
마아하, 150, 83
아나자, 160, 70
아다아, 143, 47
카타나, 185, 59
사차타, 180, 97
라자하, 141, 113
가자가, 196, 41
아차하, 168, 87
사마차, 157, 106
나바가, 161, 46
자차바, 141, 49
자가라, 159, 80
마차자, 152, 56
라아카, 140, 62
사파다, 177, 90
마라가, 156, 53
카가라, 168, 104
자카마, 147, 56
바차카, 192, 116
나라차, 164, 107
자차사, 145, 85
나카타, 158, 111
다아가, 194, 81
라파라, 188, 47
파바파, 150, 95
카바하, 182, 81
다라라, 163, 44
차파차, 144, 68
나자바, 172, 59
나라마, 165, 96
하바라, 183, 72
아나차, 177, 106
라사차, 177, 40
아아타, 192, 116
차마자, 178, 54
차카카, 180, 77
마바마, 180, 97
나바자, 149, 81
차다타, 170, 92
사타파, 174, 93
파마가, 179, 109
자자가, 156, 66
가사아, 170, 85
타바카, 146, 70
자다다, 197, 44
카파카, 189, 88
가라자, 145, 50
자타타, 150, 106
카하하, 157, 111
타차바, 199, 102
사타라, 152, 106
아카아, 167, 92
차카자, 180, 83
차바마, 194, 54
타바파, 199, 71
가마차, 176, 42
하카나, 181, 102
사라카, 170, 114
카차하, 164, 96
아마사, 154, 110
아라라, 195, 75
다하타, 144, 73
타파하, 181, 40
아다차, 160, 100
하바타, 195, 40
카가마, 145, 71
사바다, 190, 45
하타자, 170, 62
카하마, 193, 53
나나차, 179, 48
사하바, 170, 65
바나카, 147, 108
차타차, 150, 54
마타타, 166, 42
마바가, 161, 105
사다자, 189, 61
하라나, 163, 54
라바사, 179, 70
라나타, 186, 50
하하차, 187, 92
타파나, 177, 84
나차바, 145, 72
라파파, 189, 48
타타아, 188, 110
아바카, 194, 66
하바카, 188, 53
다바파, 141, 83
바나하, 184, 110
나차파, 146, 73
파다다, 176, 89
차아파, 195, 98
마마바, 142, 56
아바자, 173, 84
하사카, 142, 106
마라마, 199, 78
카마하, 169, 118
카파가, 154, 64
하마사, 152, 100
파카사, 145, 65
아라차, 150, 48
타카파, 161, 95
가사바, 175, 86
아아파, 187, 81
하라마, 163, 63
바파아, 150, 102
가나카, 172, 99
라다사, 168, 78
아하바, 164, 54
마차라, 176, 56
다자파, 157, 93
타사다, 173, 112
타하다, 178, 88
나사타, 160, 109
마차바, 170, 52
파사사, 162, 66
타아나, 151, 110
가카다, 160, 104
사나타, 184, 88
바다카, 168, 104
바바마, 155, 49
사마타, 162, 46
자사라, 153, 101
라마나, 173, 40
마카마, 143, 60
가하자, 177, 69
파차나, 168, 112
바나자, 178, 108
하카가, 171, 64
아자다, 183, 78
자차사, 182, 84
다자사, 183, 72
카다자, 140, 81
라아나, 162, 62
차파사, 199, 91
아차파, 199, 87
다라가, 165, 93
차사자, 179, 115
카타라, 169, 71
마가사, 174, 77
마가가, 162, 95
가타카, 141, 78
가아자, 149, 115
다아차, 163, 96
라하차, 159, 88
다라파, 165, 105
아파아, 179, 84
카카카, 144, 119
마카파, 157, 118
아타자, 155, 112
마다다, 162, 43
자아바, 173, 85
타마차, 151, 69
타아바, 163, 71
자파타, 191, 107
라가다, 195, 112
나카아, 151, 49
카나라, 175, 76
자나가, 176, 68
나사가, 197, 53
바가나, 165, 72
나카가, 173, 45
바사가, 162, 61
파타나, 198, 87
바카타, 170, 108
카다타, 171, 80
가가사, 168, 75
하가하, 166, 72
카가차, 176, 93
차다파, 152, 107
다타바, 169, 75
카나카, 196, 40
가다다, 183, 72
가마아, 182, 70
카나나, 180, 115
아바타, 165, 104
카자라, 166, 95
아파타, 197, 113
바나라, 159, 104
가라다, 160, 59
다다다, 186, 45
파카하, 141, 102
마타카, 146, 60
차아타, 198, 100
차바차, 164, 105
파가차, 177, 102
타가마, 145, 74
다자하, 161, 111
자가카, 199, 95
파마카, 180, 68
가카바, 153, 112
카아타, 192, 41
차마하, 188, 95
하라파, 142, 58
하자마, 181, 98
가하카, 178, 96
바사아, 192, 43
파아차, 149, 95
사파카, 171, 84
다타바, 159, 82
가사바, 177, 84
다파아, 196, 103
자하자, 142, 75
카라파, 157, 68
